Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Toyota Camry 2.5,2016,20.0,39.88,68089,Petrol,Dealer,Automatic,0
Maruti Wagon R,2013,2.25,4.07,58343,Petrol,Dealer,Manual,0
Maruti Baleno Alpha,2018,7.4,6.85,38817,Diesel,Dealer,Manual,0
Honda Jazz VX,2016,5.5,7.88,56494,Petrol,Dealer,Manual,0
Toyota Innova 2.5,2013,7.5,14.73,79328,Diesel,Dealer,Manual,1
Maruti Swift AMT,2019,6.5,6.18,5621,Petrol,Dealer,Automatic,0
Toyota Etios VX,2017,6.25,8.1,25538,Petrol,Dealer,Manual,0
Maruti Swift AMT,2018,6.0,6.32,69779,Petrol,Dealer,Automatic,0
Hyundai Grand i10,2017,4.5,5.83,56290,Diesel,Dealer,Manual,0
BMW X4 M,2019,54.0,49.5,7500,Diesel,Dealer,Automatic,0
BMW X4 M,2019,55.0,49.5,8500,Diesel,Dealer,Automatic,0
Honda Amaze V,2019,7.79,6.96,7032,Petrol,Dealer,Automatic,0
Skoda Rapid 1.6,2016,6.45,10.99,11000,Petrol,Dealer,Automatic,0
Volvo V40 D3,2018,24.75,45.45,2000,Diesel,Dealer,Automatic,0
Jaguar XE 2016-2019,2017,27.11,69.0,9000,Diesel,Dealer,Automatic,0
Lexus ES 300h,2019,51.5,8.32,20000,Petrol,Dealer,Automatic,0
Jaguar XF 2.0,2017,32.0,63.48,45000,Diesel,Dealer,Automatic,0
Tata Safari Storme,2015,5.03,16.11,110000,Diesel,Individual,Manual,0
Volvo XC40 D4,2019,38.0,47.25,20000,Diesel,Individual,Automatic,0
Toyota Camry 2.5,2016,20.0,39.88,68089,Petrol,Dealer,Automatic,0
Maruti Wagon R,2013,2.25,4.07,58343,Petrol,Dealer,Manual,0
Maruti Baleno Alpha,2018,7.4,6.85,38817,Diesel,Dealer,Manual,0
Honda Jazz VX,2016,5.5,7.88,56494,Petrol,Dealer,Manual,0
Toyota Innova 2.5,2013,7.5,14.73,79328,Diesel,Dealer,Manual,1
Maruti Swift AMT,2019,6.5,6.18,5621,Petrol,Dealer,Automatic,0
Toyota Etios VX,2017,6.25,8.1,25538,Petrol,Dealer,Manual,0
Maruti Swift AMT,2018,6.0,6.32,69779,Petrol,Dealer,Automatic,0
Hyundai Grand i10,2017,4.5,5.83,56290,Diesel,Dealer,Manual,0
BMW X4 M,2019,54.0,49.5,7500,Diesel,Dealer,Automatic,0
BMW X4 M,2019,55.0,49.5,8500,Diesel,Dealer,Automatic,0
Honda Amaze V,2019,7.79,6.96,7032,Petrol,Dealer,Automatic,0
Skoda Rapid 1.6,2016,6.45,10.99,11000,Petrol,Dealer,Automatic,0
Volvo V40 D3,2018,24.75,45.45,2000,Diesel,Dealer,Automatic,0
Mitsubishi Lancer 2.0,1999,1.55,14.7,100000,Diesel,Individual,Manual,2
Maruti Swift VDI,2009,2.1,6.94,120000,Diesel,Individual,Manual,3
Jaguar XE 2016-2019,2017,27.11,69.0,9000,Diesel,Dealer,Automatic,0
Lexus ES 300h,2019,51.5,8.32,20000,Petrol,Dealer,Automatic,0
Jaguar XF 2.0,2017,32.0,63.48,45000,Diesel,Dealer,Automatic,0
Tata Safari Storme,2015,5.03,16.11,110000,Diesel,Individual,Manual,0
Volvo XC40 D4,2019,38.0,47.25,20000,Diesel,Individual,Automatic,0
Toyota Camry 2.5,2016,20.0,39.88,68089,Petrol,Dealer,Automatic,0
Maruti Wagon R,2013,2.25,4.07,58343,Petrol,Dealer,Manual,0
Maruti Baleno Alpha,2018,7.4,6.85,38817,Diesel,Dealer,Manual,0
Honda Jazz VX,2016,5.5,7.88,56494,Petrol,Dealer,Manual,0
Toyota Innova 2.5,2013,7.5,14.73,79328,Diesel,Dealer,Manual,1
Maruti Swift AMT,2019,6.5,6.18,5621,Petrol,Dealer,Automatic,0
Toyota Etios VX,2017,6.25,8.1,25538,Petrol,Dealer,Manual,0
Maruti Swift AMT,2018,6.0,6.32,69779,Petrol,Dealer,Automatic,0
Hyundai Grand i10,2017,4.5,5.83,56290,Diesel,Dealer,Manual,0
BMW X4 M,2019,54.0,49.5,7500,Diesel,Dealer,Automatic,0
BMW X4 M,2019,55.0,49.5,8500,Diesel,Dealer,Automatic,0
Honda Amaze V,2019,7.79,6.96,7032,Petrol,Dealer,Automatic,0
Skoda Rapid 1.6,2016,6.45,10.99,11000,Petrol,Dealer,Automatic,0
Volvo V40 D3,2018,24.75,45.45,2000,Diesel,Dealer,Automatic,0
Ford Fiesta 1.5,2015,5.9,9.81,80000,Diesel,Individual,Manual,0
Hyundai Xcent 1.1,2016,3.5,5.98,120000,Diesel,Individual,Manual,1
Maruti Ignis 1.2,2017,4.85,5.4,30000,Petrol,Individual,Manual,0
Tata Indica Vista,2015,2.4,4.36,110000,Diesel,Individual,Manual,1
Toyota Innova 2.5,2008,5.0,15.02,219000,Diesel,Individual,Manual,1
Maruti Alto 800,2017,3.0,3.74,80000,Petrol,Individual,Manual,0
Maruti Ciaz RS,2016,7.5,10.54,80000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2016,5.74,7.64,35000,Petrol,Individual,Manual,1
Tata Indica Vista,2013,2.0,4.24,167000,Diesel,Individual,Manual,0
Hyundai Creta 1.6,2016,11.0,12.72,94000,Diesel,Individual,Manual,0
Hyundai Santro Xing,2012,3.5,5.45,80000,Petrol,Individual,Manual,0
Maruti 800 DX,1998,0.7,2.32,100000,Petrol,Individual,Manual,1
Ford Ikon 1.3,2005,1.2,9.63,90000,Petrol,Individual,Manual,1
Toyota Innova 2.5,2012,7.0,13.12,246000,Diesel,Individual,Manual,1
Maruti Baleno Sigma,2019,5.0,6.71,10000,Petrol,Individual,Manual,0
Tata Indigo CS,2016,3.7,5.7,90000,Diesel,Individual,Manual,0
Tata Tigor 2017-2020,2019,6.0,6.04,5200,Petrol,Individual,Manual,0
Maruti Zen LX,2006,1.0,3.46,120000,Petrol,Individual,Manual,1
Maruti Swift VDI,2013,4.1,6.6,90000,Diesel,Individual,Manual,1
Honda City i,2016,7.5,11.5,50000,Petrol,Individual,Automatic,0
Hyundai Grand i10,2017,6.0,5.55,5000,Petrol,Individual,Manual,0
Mahindra KUV 100,2018,5.5,6.72,10500,Petrol,Individual,Manual,0
Renault Duster 110PS,2018,9.5,8.24,26000,Diesel,Individual,Manual,0
Mahindra Scorpio VLX,2014,6.45,12.93,139000,Diesel,Individual,Automatic,0
Mahindra XUV500 W8,2014,7.5,12.92,60000,Diesel,Individual,Manual,1
Mercedes-Benz New C-Class,2006,6.5,60.0,40000,Petrol,Individual,Manual,0
Ford EcoSport 1.5,2015,8.0,9.06,25000,Petrol,Individual,Manual,0
Toyota Corolla Altis,2010,3.5,16.27,60000,Petrol,Individual,Manual,1
Ford EcoSport 1.5,2015,7.0,9.06,25000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2011,3.35,6.71,15000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2012,2.7,6.63,110000,Diesel,Individual,Manual,0
Hyundai Santro GLS,2001,0.52,5.45,70000,Petrol,Individual,Manual,1
Maruti Swift Dzire,2010,3.2,6.56,100000,Diesel,Individual,Manual,1
Hyundai Santro Xing,2007,1.2,4.95,120000,Petrol,Individual,Manual,0
Audi A4 1.8,2010,7.3,41.92,55000,Petrol,Individual,Automatic,1
Maruti SX4 Vxi,2007,1.25,10.02,120000,Petrol,Individual,Manual,2
Maruti Zen Estilo,2007,1.5,3.19,35000,Petrol,Individual,Manual,0
Maruti Alto 800,2018,3.1,3.74,13000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2015,6.25,6.49,50000,Diesel,Individual,Manual,0
Hyundai i10 Magna,2012,2.67,5.03,40000,Petrol,Individual,Manual,0
Hyundai i20 Active,2016,6.0,8.11,25000,Petrol,Individual,Manual,0
Maruti Eeco 7,2011,1.8,3.75,110000,Petrol,Individual,Manual,1
Toyota Glanza G,2019,7.0,7.37,5000,Petrol,Individual,Manual,0
Maruti 800 AC,2013,1.21,2.48,50000,Petrol,Individual,Manual,1
Hyundai Grand i10,2014,3.5,5.5,80000,Petrol,Individual,Manual,2
Toyota Innova 2.5,2012,8.7,15.45,225000,Diesel,Individual,Manual,1
Jaguar XE 2016-2019,2017,27.11,69.0,9000,Diesel,Dealer,Automatic,0
Lexus ES 300h,2019,51.5,8.32,20000,Petrol,Dealer,Automatic,0
Jaguar XF 2.0,2017,32.0,63.48,45000,Diesel,Dealer,Automatic,0
Tata Safari Storme,2015,5.03,16.11,110000,Diesel,Individual,Manual,0
Volvo XC40 D4,2019,38.0,47.25,20000,Diesel,Individual,Automatic,0
Toyota Camry 2.5,2016,20.0,39.88,68089,Petrol,Dealer,Automatic,0
Maruti Wagon R,2013,2.25,4.07,58343,Petrol,Dealer,Manual,0
Maruti Baleno Alpha,2018,7.4,6.85,38817,Diesel,Dealer,Manual,0
Honda Jazz VX,2016,5.5,7.88,56494,Petrol,Dealer,Manual,0
Toyota Innova 2.5,2013,7.5,14.73,79328,Diesel,Dealer,Manual,1
Maruti Swift AMT,2019,6.5,6.18,5621,Petrol,Dealer,Automatic,0
Toyota Etios VX,2017,6.25,8.1,25538,Petrol,Dealer,Manual,0
Maruti Swift AMT,2018,6.0,6.32,69779,Petrol,Dealer,Automatic,0
Hyundai Grand i10,2017,4.5,5.83,56290,Diesel,Dealer,Manual,0
BMW X4 M,2019,54.0,49.5,7500,Diesel,Dealer,Automatic,0
BMW X4 M,2019,55.0,49.5,8500,Diesel,Dealer,Automatic,0
Honda Amaze V,2019,7.79,6.96,7032,Petrol,Dealer,Automatic,0
Skoda Rapid 1.6,2016,6.45,10.99,11000,Petrol,Dealer,Automatic,0
Volvo V40 D3,2018,24.75,45.45,2000,Diesel,Dealer,Automatic,0
Maruti Wagon R,2008,0.8,4.03,100000,Petrol,Individual,Manual,2
Hyundai i10 Era,2008,1.2,4.84,93331,Petrol,Individual,Manual,1
Mahindra Scorpio M2DI,2012,3.7,11.68,120000,Diesel,Individual,Manual,1
Nissan Terrano XL,2015,7.5,9.9,70000,Diesel,Individual,Manual,0
Mahindra Bolero Power,2015,4.85,8.66,100000,Diesel,Individual,Manual,0
Hyundai Accent CRDi,2006,1.2,7.28,90000,Diesel,Individual,Manual,1
Honda City i,2017,8.6,11.5,28000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2018,6.5,7.64,50000,Diesel,Individual,Manual,0
Maruti Ertiga ZDI,2014,6.5,11.76,90000,Diesel,Individual,Manual,0
Hyundai Verna 1.4,2016,7.1,10.14,40000,Diesel,Individual,Manual,0
Ford Figo 1.5D,2017,4.3,5.87,113000,Diesel,Individual,Manual,0
Maruti Swift Vdi,2011,3.05,7.49,188000,Diesel,Individual,Manual,1
Ford Figo Diesel,2011,2.2,5.93,100000,Diesel,Individual,Manual,0
Tata Sumo MKII,2010,1.5,6.51,225000,Diesel,Individual,Manual,2
Mahindra TUV 300,2017,6.6,10.1,67000,Diesel,Individual,Manual,1
Chevrolet Beat Diesel,2011,1.4,4.86,70000,Diesel,Individual,Manual,3
Toyota Corolla Altis,2015,11.0,16.97,50000,Petrol,Individual,Manual,0
Jaguar XF 2.2,2013,24.5,68.31,60000,Diesel,Individual,Automatic,0
Volkswagen Ameo 1.5,2017,6.25,10.8,34000,Diesel,Individual,Automatic,0
Honda City 1.5,2004,1.98,11.27,110000,Petrol,Individual,Manual,2
Hyundai Santro GS,2001,0.6,4.55,71000,Petrol,Individual,Manual,1
Maruti Wagon R,2005,1.3,4.07,140000,Petrol,Individual,Manual,1
Honda City Corporate,2012,5.4,11.04,100000,Petrol,Individual,Manual,1
Hyundai Grand i10,2017,5.5,5.67,10000,Petrol,Individual,Automatic,0
Maruti Celerio ZXI,2018,4.75,4.84,30000,Petrol,Individual,Manual,0
Toyota Fortuner 2.8,2016,31.0,29.38,90000,Diesel,Individual,Automatic,0
Maruti Ritz VDi,2010,2.17,5.31,120000,Diesel,Individual,Manual,0
Hyundai Santro LE,2002,0.35,5.25,184000,Petrol,Individual,Manual,1
Maruti Swift Dzire,2019,7.5,7.86,6500,Petrol,Individual,Automatic,0
Maruti Gypsy King,2010,3.5,5.28,80000,Petrol,Individual,Manual,0
Mahindra Scorpio VLS,2008,4.0,13.42,100000,Diesel,Individual,Manual,2
Toyota Etios VD,2015,5.7,6.75,120000,Diesel,Individual,Manual,1
Hyundai EON Era,2012,1.8,7.92,120000,Petrol,Individual,Manual,1
Opel Astra 1.6,1998,0.68,7.44,110000,Petrol,Individual,Manual,2
Skoda Octavia Classic,2006,2.8,27.56,150000,Diesel,Individual,Manual,2
Tata Indigo LS,2005,0.9,6.06,120000,Diesel,Individual,Manual,3
Mercedes-Benz M-Class ML,2015,26.0,54.6,100000,Diesel,Individual,Automatic,1
Tata Sumo Gold,2018,7.0,6.51,63000,Diesel,Individual,Manual,0
Mercedes-Benz GLA Class,2016,18.5,54.0,40000,Diesel,Individual,Automatic,1
Ford Ecosport 1.5,2015,6.85,9.83,109000,Diesel,Dealer,Manual,0
Maruti Swift VDI,2015,5.65,6.94,114000,Diesel,Dealer,Manual,0
Skoda Octavia Elegance,2017,16.0,26.26,33000,Petrol,Dealer,Automatic,1
Hyundai Grand i10,2014,3.95,5.0,160000,Diesel,Dealer,Manual,2
Hyundai i20 Sportz,2013,4.25,8.27,101000,Diesel,Dealer,Manual,0
Volkswagen Vento 1.5,2019,13.5,11.3,5400,Diesel,Dealer,Manual,0
Hyundai Tucson 2.0,2016,19.5,21.27,45000,Diesel,Dealer,Automatic,1
Renault KWID AMT,2018,5.35,3.56,31000,Petrol,Dealer,Automatic,0
Renault KWID 1.0,2018,5.0,3.42,31000,Petrol,Dealer,Manual,0
Maruti Wagon R,2016,4.35,3.78,55000,Petrol,Dealer,Manual,0
Tata Nano XTA,2018,2.5,2.42,55000,Petrol,Dealer,Automatic,0
Hyundai Verna 1.6,2014,7.0,8.56,117000,Diesel,Dealer,Manual,0
BMW 3 Series,2010,11.0,39.01,102000,Diesel,Dealer,Automatic,0
Volkswagen Passat 2.0,2012,9.0,9.5,108000,Diesel,Dealer,Automatic,0
Maruti Wagon R,2015,4.25,4.03,75000,Petrol,Dealer,Manual,0
Mercedes-Benz E-Class E,2011,16.0,56.4,74000,Diesel,Dealer,Automatic,0
Ford Figo Titanium,2013,3.25,5.93,158000,Diesel,Dealer,Manual,0
Isuzu MUX 2WD,2019,27.0,19.44,10000,Diesel,Individual,Automatic,0
Ford EcoSport 1.5,2018,9.5,8.59,40000,Diesel,Individual,Manual,0
Tata Nexon 1.5,2019,11.4,8.41,10000,Diesel,Individual,Automatic,0
Tata Hexa XE,2017,9.8,7.07,53000,Diesel,Individual,Manual,0
Jeep Compass 2.0,2017,19.2,18.5,20000,Diesel,Individual,Manual,1
Volkswagen Polo 1.0,2020,8.08,6.09,5000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2014,5.5,7.64,30000,Petrol,Individual,Manual,0
Maruti Alto LXi,2010,2.15,3.56,64000,Petrol,Individual,Manual,0
Ford Figo 1.2P,2016,5.12,5.45,10500,Petrol,Individual,Manual,0
Maruti Alto LXi,2011,2.15,3.56,50000,Petrol,Individual,Manual,1
Skoda Rapid 1.6,2012,5.0,10.77,60000,Diesel,Individual,Manual,0
Skoda Rapid 1.5,2015,7.0,10.22,35000,Diesel,Individual,Manual,0
Tata Safari DICOR,2012,5.25,16.57,135000,Diesel,Individual,Manual,0
Mahindra Scorpio LX,2011,5.5,13.3,70000,Diesel,Individual,Manual,1
Maruti Vitara Brezza,2016,7.5,10.71,80000,Diesel,Individual,Manual,0
Maruti Celerio X,2017,3.95,5.1,25000,Petrol,Individual,Manual,0
Hyundai i20 2015-2017,2017,6.75,8.5,5000,Petrol,Individual,Manual,0
Hyundai Santro Xing,2008,1.4,5.3,80000,Petrol,Individual,Manual,2
Mahindra Scorpio VLX,2011,4.3,11.56,120000,Diesel,Individual,Manual,1
Jaguar XE 2016-2019,2017,27.11,69.0,9000,Diesel,Dealer,Automatic,0
Lexus ES 300h,2019,51.5,8.32,20000,Petrol,Dealer,Automatic,0
Jaguar XF 2.0,2017,32.0,63.48,45000,Diesel,Dealer,Automatic,0
Tata Safari Storme,2015,5.03,16.11,110000,Diesel,Individual,Manual,0
Volvo XC40 D4,2019,38.0,47.25,20000,Diesel,Individual,Automatic,0
Toyota Camry 2.5,2016,20.0,39.88,68089,Petrol,Dealer,Automatic,0
Maruti Wagon R,2013,2.25,4.07,58343,Petrol,Dealer,Manual,0
Maruti Baleno Alpha,2018,7.4,6.85,38817,Diesel,Dealer,Manual,0
Honda Jazz VX,2016,5.5,7.88,56494,Petrol,Dealer,Manual,0
Toyota Innova 2.5,2013,7.5,14.73,79328,Diesel,Dealer,Manual,1
Maruti Swift AMT,2019,6.5,6.18,5621,Petrol,Dealer,Automatic,0
Toyota Etios VX,2017,6.25,8.1,25538,Petrol,Dealer,Manual,0
Maruti Swift AMT,2018,6.0,6.32,69779,Petrol,Dealer,Automatic,0
Hyundai Grand i10,2017,4.5,5.83,56290,Diesel,Dealer,Manual,0
BMW X4 M,2019,54.0,49.5,7500,Diesel,Dealer,Automatic,0
BMW X4 M,2019,55.0,49.5,8500,Diesel,Dealer,Automatic,0
Honda Amaze V,2019,7.79,6.96,7032,Petrol,Dealer,Automatic,0
Skoda Rapid 1.6,2016,6.45,10.99,11000,Petrol,Dealer,Automatic,0
Volvo V40 D3,2018,24.75,45.45,2000,Diesel,Dealer,Automatic,0
Toyota Etios V,2011,2.7,6.97,167000,Petrol,Individual,Manual,0
Toyota Etios V,2011,2.7,6.97,167000,Petrol,Individual,Manual,0
Maruti Wagon R,2014,3.0,4.23,10000,Petrol,Individual,Manual,0
Chevrolet Sail Hatchback,2013,3.55,6.06,68000,Diesel,Individual,Manual,0
Maruti Alto 800,2015,1.8,3.92,35000,Petrol,Individual,Manual,1
Tata Indigo eCS,2013,2.8,5.88,70000,Diesel,Individual,Manual,0
Tata Manza ELAN,2011,2.5,5.94,70000,Diesel,Individual,Manual,0
Tata Indica GLS,2007,1.25,3.76,50000,Petrol,Individual,Manual,0
Maruti Swift VDI,2006,1.5,6.94,80000,Diesel,Individual,Manual,0
Hyundai Santro Xing,2006,0.95,5.3,60898,Petrol,Individual,Manual,0
Maruti S-Cross 2017-2020,2018,8.1,8.61,29700,Diesel,Individual,Manual,0
Hyundai i20 1.4,2018,6.71,8.5,20000,Petrol,Individual,Automatic,0
Maruti Alto 800,2018,2.95,3.92,20000,Petrol,Individual,Manual,0
Maruti Ertiga SHVS,2017,8.5,11.01,40000,Diesel,Individual,Manual,0
Maruti Swift ZDi,2013,4.1,6.25,90000,Diesel,Individual,Manual,0
Maruti Ertiga VXI,2015,6.0,10.36,90000,Petrol,Individual,Manual,0
Mahindra Bolero 2011-2019,2015,6.0,8.47,80000,Diesel,Individual,Manual,0
Maruti Wagon R,2012,2.2,4.03,60000,Petrol,Individual,Manual,2
Maruti Swift Dzire,2013,5.5,6.49,56000,Diesel,Individual,Manual,0
Mahindra Scorpio EX,2014,6.5,11.68,50000,Diesel,Individual,Manual,0
Mahindra Scorpio 2009-2014,2014,6.55,12.93,50000,Diesel,Individual,Manual,1
Tata Sumo GX,2006,1.3,7.35,74000,Diesel,Individual,Manual,0
Renault Duster 110PS,2014,4.0,8.69,123000,Diesel,Individual,Manual,0
Maruti Swift 1.3,2007,2.5,6.46,60000,Petrol,Individual,Manual,2
Maruti Alto LXi,2009,1.55,3.56,54000,Petrol,Individual,Manual,0
Tata Indigo CS,2013,2.5,6.54,50000,Petrol,Individual,Manual,0
Hyundai Grand i10,2014,4.0,5.45,80000,Petrol,Individual,Manual,1
Datsun GO A,2019,5.0,3.71,10000,Petrol,Individual,Manual,0
Hyundai Santro Sportz,2018,5.65,4.85,10000,Petrol,Individual,Automatic,0
Ford EcoSport 1.5,2018,9.0,8.87,40000,Diesel,Individual,Manual,0
Mahindra Bolero Power,2017,6.5,8.57,120000,Diesel,Individual,Manual,0
Mahindra Bolero 2011-2019,2013,6.0,8.47,45000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2018,8.0,6.49,35000,Diesel,Individual,Manual,0
Hyundai i20 Sportz,2015,5.75,8.27,60000,Diesel,Individual,Manual,0
Ford Figo 1.5P,2016,5.5,6.05,40000,Petrol,Individual,Automatic,0
Maruti SX4 Vxi,2011,1.9,9.06,80000,Petrol,Individual,Manual,2
Ford EcoSport 1.5,2017,7.5,9.44,37000,Diesel,Individual,Manual,0
Maruti Baleno Delta,2018,6.25,6.85,22000,Petrol,Individual,Manual,0
Hyundai i20 1.4,2018,7.99,7.57,60000,Diesel,Individual,Manual,1
Maruti Wagon R,2013,3.0,3.74,57000,Petrol,Individual,Manual,1
Maruti Ciaz 1.4,2017,8.5,10.14,27000,Petrol,Individual,Manual,0
Chevrolet Spark 1.0,2012,1.3,3.4,70000,Petrol,Individual,Manual,0
Maruti Alto K10,2011,2.3,4.23,40000,Petrol,Individual,Manual,1
Maruti Celerio ZXI,2015,4.0,4.64,60000,Petrol,Individual,Manual,0
Mahindra Thar CRDe,2018,9.0,13.22,35000,Diesel,Individual,Manual,0
Mahindra Scorpio 1.99,2015,8.0,11.93,70000,Diesel,Individual,Manual,0
Hyundai EON Era,2015,2.51,7.92,43000,Petrol,Individual,Manual,1
Tata Manza Aqua,2011,2.5,6.36,110000,Petrol,Individual,Manual,1
Fiat Punto 1.2,2009,1.0,5.69,100000,Petrol,Individual,Manual,1
Maruti Swift VXI,2016,4.5,6.25,64000,Petrol,Individual,Manual,0
Renault Duster 85PS,2017,5.75,9.61,96000,Diesel,Individual,Manual,0
Renault Duster 85PS,2013,4.0,8.33,96000,Diesel,Individual,Manual,0
Maruti Celerio X,2019,4.8,5.51,7600,Petrol,Individual,Manual,0
Maruti Celerio X,2019,4.9,5.51,7000,Petrol,Individual,Manual,0
Tata Indigo LX,2007,1.5,6.48,120000,Diesel,Individual,Manual,1
Tata Bolt Quadrajet,2017,6.0,6.17,50000,Diesel,Individual,Manual,0
Hyundai Xcent 1.1,2015,5.0,6.96,50000,Diesel,Individual,Manual,1
Tata Zest Quadrajet,2015,4.25,7.05,80000,Diesel,Individual,Manual,0
Hyundai Accent DLS,2003,1.08,7.6,200000,Diesel,Individual,Manual,1
Toyota Innova 2.5,2015,10.3,15.31,190000,Diesel,Individual,Manual,0
Maruti Wagon R,2015,3.6,3.74,34000,Petrol,Individual,Manual,0
Volkswagen Polo Petrol,2012,2.9,6.09,80000,Petrol,Individual,Manual,1
Maruti Swift VDI,2011,4.0,6.6,72000,Diesel,Individual,Manual,0
Maruti Esteem DI,2003,0.7,5.72,20000,Diesel,Individual,Manual,0
Tata Sumo CX,2012,3.2,7.07,70000,Diesel,Individual,Manual,1
Ford EcoSport 1.5,2019,9.75,8.87,30000,Diesel,Individual,Manual,0
Honda City i-VTEC,2019,12.27,11.38,5000,Petrol,Individual,Automatic,0
Hyundai Verna 1.6,2014,7.55,10.04,29340,Diesel,Individual,Manual,0
Ford Figo Diesel,2011,2.15,5.45,120000,Diesel,Individual,Manual,0
Toyota Innova 2.5,2011,7.35,14.73,200000,Diesel,Individual,Manual,1
Hyundai i10 Era,2007,1.9,4.61,70000,Petrol,Individual,Manual,1
Toyota Innova 2.5,2014,13.65,13.56,80800,Diesel,Individual,Manual,1
Honda Jazz 1.2,2018,6.75,7.8,24265,Petrol,Dealer,Manual,0
Maruti Swift Dzire,2014,4.39,6.49,81000,Diesel,Dealer,Manual,0
Renault Lodgy Stepway,2015,5.5,9.79,240000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2013,4.1,7.64,35000,Petrol,Individual,Manual,0
Renault KWID RXT,2019,3.5,3.89,15000,Petrol,Individual,Manual,0
Chevrolet Beat Diesel,2012,1.35,4.63,49000,Diesel,Individual,Manual,2
Toyota Innova Crysta,2016,14.9,17.4,56900,Diesel,Individual,Manual,1
Maruti Swift VDI,2014,5.2,6.94,70000,Diesel,Individual,Manual,1
Maruti Swift Dzire,2010,3.15,7.43,180000,Diesel,Individual,Manual,0
Maruti A-Star Lxi,2010,2.35,5.72,50000,Petrol,Individual,Manual,0
Hyundai Accent GLE,2005,0.81,8.48,50000,Petrol,Individual,Manual,2
Maruti Ritz VDi,2013,3.75,5.31,88200,Diesel,Individual,Manual,0
Maruti Swift VXi,2006,1.89,6.8,93000,Petrol,Individual,Manual,1
Honda Amaze E,2017,5.5,6.3,120000,Diesel,Individual,Manual,0
Ford Fiesta EXi,2011,2.6,8.91,110000,Diesel,Individual,Manual,1
Maruti Swift Dzire,2016,6.5,6.63,50000,Diesel,Individual,Automatic,1
Maruti Swift Dzire,2013,4.8,6.49,80000,Diesel,Individual,Manual,0
Hyundai i20 Asta,2016,7.0,7.33,40000,Diesel,Individual,Manual,0
Maruti Ertiga VDI,2015,6.5,9.82,110000,Diesel,Individual,Manual,2
Hyundai Creta 1.6,2015,13.0,12.6,48000,Diesel,Individual,Manual,1
Volkswagen Jetta 2.0L,2016,13.5,10.8,97000,Diesel,Individual,Automatic,0
Volkswagen Vento 1.5,2016,10.0,11.63,60000,Diesel,Individual,Automatic,0
Mercedes-Benz M-Class ML,2011,17.0,57.6,110000,Diesel,Individual,Automatic,2
Toyota Yaris V,2018,10.8,9.83,12800,Petrol,Individual,Automatic,0
Hyundai EON D,2012,1.7,8.64,40000,Petrol,Individual,Manual,0
Maruti Swift DDiS,2017,6.1,6.18,49000,Diesel,Individual,Manual,0
Maruti Ritz VXi,2014,3.5,5.76,25000,Petrol,Individual,Manual,0
Maruti Alto 800,2016,2.6,3.74,65000,Petrol,Individual,Manual,1
Fiat Linea 1.3,2015,7.0,6.37,20000,Diesel,Individual,Manual,0
Volkswagen Polo 2015-2019,2018,6.78,6.33,17000,Petrol,Individual,Manual,0
Maruti SX4 S,2015,8.0,9.83,15000,Diesel,Individual,Manual,0
Toyota Etios GD,2014,4.0,7.2,120000,Diesel,Individual,Manual,1
Hyundai i20 Magna,2010,3.0,7.64,49000,Petrol,Individual,Manual,0
Hyundai i20 2015-2017,2016,5.2,8.27,29000,Petrol,Individual,Manual,0
Nissan Terrano XV,2017,8.5,9.8,55000,Diesel,Individual,Automatic,0
Maruti Alto K10,2015,3.0,4.15,40000,Petrol,Individual,Manual,0
Honda City 1.5,2010,3.5,11.85,120000,Petrol,Individual,Manual,1
Maruti Omni LPG,1999,0.7,3.02,100000,CNG,Individual,Manual,3
Maruti Vitara Brezza,2019,8.92,10.71,10000,Diesel,Individual,Manual,0
Fiat Grande Punto,2012,2.85,6.06,70000,Diesel,Individual,Manual,1
Hyundai i10 Magna,2012,3.0,4.75,60000,CNG,Individual,Manual,0
Maruti Ciaz VDI,2016,6.2,9.14,90000,Diesel,Individual,Manual,0
Maruti Vitara Brezza,2017,7.5,10.71,90000,Diesel,Individual,Manual,0
Maruti Alto 800,2016,2.7,3.74,35000,Petrol,Individual,Manual,0
Maruti Ertiga ZDI,2014,5.6,11.76,90000,Diesel,Individual,Manual,0
Hyundai Santro Xing,2012,3.0,5.3,40000,Petrol,Individual,Manual,1
Hyundai Santro Xing,2012,3.0,5.3,40000,Petrol,Individual,Manual,1
Hyundai Grand i10,2018,5.7,5.55,20000,Petrol,Individual,Manual,0
Tata Indigo CS,2011,2.2,5.94,80000,Diesel,Individual,Manual,0
Maruti SX4 Vxi,2012,2.6,9.06,99000,Petrol,Individual,Manual,1
Maruti Swift AMT,2019,6.0,7.28,7500,Petrol,Individual,Automatic,0
Tata Nano XE,2015,0.8,2.25,60000,Petrol,Individual,Manual,0
Hyundai EON Magna,2016,3.0,8.0,40800,Petrol,Individual,Manual,0
Tata Zest Revotron,2015,3.0,7.42,70000,Petrol,Individual,Manual,0
